Track Name,Artists,Album Name,Album Id,Track ID,Popularity,Release Date,Duration (ms),Explicit URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,7JJmb5XwzOO8jgpou264Ml,,2017-04-20,199440,,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,5mUdh6YWnUvf0MfklEk1oi,4HBZA5flZLE435QTztThqH,,2020-05-08,228482,,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765
Back To You,Selena Gomez,13 Reasons Why (Season 2),4RpgjxgSxcRwGNuWnImneN,514rhnksEwHUh6LxXsQ4Y9,,2018-05-18,210240,,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036
Symphony (feat. Zara Larsson),"Clean Bandit, Zara Larsson",Symphony (feat. Zara Larsson),4b13SJlne61y53KSEwuQtD,1x5sYLZiu9r5E43kMlt9f8,,2017-03-16,212459,,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863
Marry You,Bruno Mars,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,22PMfvdz35fFKYnJyMn077,,2010-10-05,230192,,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905
Call Me Maybe,Carly Rae Jepsen,Kiss (Deluxe),29blfJv8AddJrjuG3DpE13,3TGRqZ0a2l1LRblBkJoaDx,,2012-01-01,193400,,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021
Blank Space,Taylor Swift,1989,2QJmrSgbdM35R67eoGQo4j,1p80LdxRV74UKvL8gnD7ky,,2014-10-27,231827,,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006
Teenage Dream,Katy Perry,Teenage Dream,2eQMC9nJE3f3hCNKlYYHL1,5jzKL4BDMClWqRguW5qZvh,,2010-01-01,227741,,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011
Story of My Life,One Direction,Midnight Memories (Deluxe),7p1fX8aUySrBdx4WSYspOu,4nVBt6MZDDP6tRVdQTgxJg,,2013-11-25,245493,,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07
"thank u, next",Ariana Grande,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,3e9HZxeyfWwjeyPAMmWSSQ,,2019-02-08,207320,,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966
She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,2LkWHNNHgD6BRNeZI2SL1L,1gugDOSMREb34Xo0c1PlxM,,2014-06-27,202496,,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025
Treat You Better,Shawn Mendes,Illuminate,1ne2D0NxoGyZd31gAM4HNd,3QGsuHI8jO1Rx4JWLUh9jd,,2017-04-20,187973,,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695
Sorry,Justin Bieber,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,09CtPGIpYB4BrO8qb1RGsF,,2015-11-13,200787,,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945
Wildest Dreams,Taylor Swift,1989,2QJmrSgbdM35R67eoGQo4j,59HjlYCeBsxdI0fcm3zglw,,2014-10-27,220440,,0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,7BqBn9nzAq8spo5e7cZ0dJ,,2010-10-05,220734,,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021
Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),1gMxiQQSg5zeu4htBosASY,2K87XMYnUMqLcX3zvtAF4G,,2015-11-13,192120,,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream: The Complete Confection,5BvgP623rtvlc0HDcpzquz,455AfCsOhhLPRc68sE01D8,,2012-03-12,230747,,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03
I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",04PEOM6kIEeq9lRp1asNP2,4h9wh7iOZ0GGn8QVp4RAOB,,2022-05-13,148486,,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994
I Knew You Were Trouble.,Taylor Swift,Red,1EoDsNmgTLtmwe1BDAVxV5,72jCZdH0Lhg93z6Z4hBjgj,,2012-10-22,217973,,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019
Love Yourself,Justin Bieber,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,50kpGaPAhYJ3sGmk6vplg0,,2015-11-13,233720,,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418
Sucker,Jonas Brothers,Happiness Begins,1Uf67JAtkVWfdydzFFqNF2,22vgEDb5hykfaTwLuskFGD,,2019-06-07,181027,,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958
Toxic,Britney Spears,In The Zone,0z7pVBGOD7HCIB7S8eLkLI,6I9VzXrHxO9rA9A5euc8Ak,,2003-11-13,198800,,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04
You & I,One Direction,Midnight Memories (Deluxe),7p1fX8aUySrBdx4WSYspOu,2afCBiru10AFckfOa49wIa,,2013-11-25,237933,,0.574,0.329,1,-6.829,1,0.0274,0.22,0.0,0.0986,0.356,130.993
Youngblood,5 Seconds of Summer,Youngblood,16Qs4jnIyXe7jprnMNRddy,55S2PQgSMYAhgoTCcGCDfw,,2018-04-12,203418,,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),0gX9tkL5njRax8ymWcXARi,3nqQXoyQOWXiESFLlDF1hG,,2022-09-22,156943,,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121
Flowers,Miley Cyrus,Endless Summer Vacation,5DvJgsMLbaR1HmAI6VhfcQ,7DSAEUvxU8FajXtRloy8M0,,2023-08-18,200600,,0.706,0.691,0,-4.775,1,0.0633,0.0584,6.99e-05,0.0232,0.632,118.048
Price Tag,"Jessie J, B.o.B",Who You Are (Platinum Edition),3ga4adzUpLaS2LDcoqfs2r,5mvKuE9Lf9ARVXVXA32kK9,,2011-01-01,223053,,0.638,0.831,5,-3.944,1,0.182,0.0281,3.06e-06,0.277,0.685,175.038
The Middle,"Zedd, Maren Morris, Grey",The Middle,7nEiwcUSwycvC77kZ9ub7c,09IStsImFySgyp0pIQdqAc,,2018-01-23,184732,,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01
Troublemaker (feat. Flo Rida),"Olly Murs, Flo Rida",Right Place Right Time (Expanded Edition),5kU9rWhYr4MmPmaGYP5z4v,6s8nHXTJVqFjXE4yVZPDHR,,2012-11-26,185587,,0.762,0.863,0,-3.689,0,0.0561,0.015,0.0,0.125,0.965,106.012
Scars To Your Beautiful,Alessia Cara,Know-It-All (Deluxe),2AGNF8r2y8HL85yVk2bwmS,42ydLwx4i5V49RXHOozJZq,,2016-03-11,230227,,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169
Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,5PmgtkodFl2Om3hMXONDll,6naxalmIoLFWR0siv8dnQQ,,2000-05-16,211160,,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053
Classic,MKTO,MKTO,5IenxFp0vpnXBUxPcwJtbE,6FE2iI43OZnszFLuLtvvmg,,2012,175427,,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071
Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives,64aKkqxc3Ur2LYIKeS5osS,5Q0Nhxo0l2bP3pNjpGJwV1,,2009-01-01,202067,,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
Closer,"The Chainsmokers, Halsey",Closer,0rSLgV8p5FzfnqlEk4GzxE,7BKLCZ1jbUBVqRi2FVlTVw,,2016-07-29,244960,,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01
As It Was,Harry Styles,Harry's House,5r36AJ6VOJtp00oxSkBZ5h,4Dvkj6JhhA12EX05fT7y2e,,2022-05-20,167303,,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93
Shivers,Ed Sheeran,=,32iAEBstCjauDhyKpGjTuq,50nfwKoDiSYg8zOCREWAm5,,2021-10-29,207853,,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02
Stitches,Shawn Mendes,Handwritten,6sUOosXuYt0oUeczJRbedZ,5jsw9uXEGuKyJzs0boZ1bT,,2015-04-14,206880,,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,149.789
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",Dangerous Levels of Introspection,538BxdI7oOQykSkEtyjhUD,77MdvMx9L4ZQuLhhn3o21h,,2021-06-25,209493,,0.429,0.486,1,-9.971,1,0.101,0.866,0.0,0.0982,0.661,146.99
About Damn Time,Lizzo,About Damn Time,4JApkbiesQxv5drdEZRlZC,1PckUlxKqWQs3RlWXVBLw3,,2022-04-14,191822,,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966
Maps,Maroon 5,V,2Auw0pTT6EcQdvHNimhLQI,4gbVRS8gloEluzf0GzDOFc,,2014-09-02,189960,,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032
TiK ToK,Kesha,Animal (Expanded Edition),6fpLLJsDSSAlToEDW2jv4F,0HPD5WQqrq7wPWR7P7Dw1i,,2010-01-01,199693,,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028
Dancing With A Stranger (with Normani),"Sam Smith, Normani",Dancing With A Stranger (with Normani),1V9oE8bVilClrk5naqyyvL,6Qs4SXO9dwPj5GKvVOv8Ki,,2019-01-11,171030,,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998
Starving,"Hailee Steinfeld, Grey, Zedd",Starving,18pR217SWwBjODSRWFBw0I,4Ce37cRWvM1vIGGynKcs22,,2016-07-22,181880,,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962
Photograph,Ed Sheeran,x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,1HNkqx9Ahdgi1Ixy2xkKkL,,2014-06-21,258987,,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989
Sugar,Maroon 5,V,2Auw0pTT6EcQdvHNimhLQI,2iuZJX9X9P0GKaE93xcPjk,,2014-09-02,235493,,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076
The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,1ExfPZEiahqhLyajhybFeS,,2010-10-05,189109,,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),3WNxdumkSMGMJRhEgK80qx,3MjUtNVVq3C8Fn0MP3zhXa,,1999-01-12,211067,,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96
Hot N Cold,Katy Perry,One Of The Boys,0r2BUyPTmpbfuz4rR39mLl,1y4eb6hmAvsqlDOl3fx9kk,,2008-06-17,220227,,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032
Chasing Pavements,Adele,19,59ULskOkBMij4zL8pS7mi0,56pHllZT7QOacB0bP56ofx,,2008-01-28,210507,,0.616,0.47,5,-6.092,0,0.0253,0.291,0.0,0.111,0.325,80.03
Fight Song,Rachel Platten,Wildfire,0mFDIOqypzHp6Xd0el1hoT,37f4ITSlgPX81ad2EvmVQr,,2016-01-01,204013,,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924
So Am I,Ava Max,Heaven & Hell,26c7MmQ4w8EAvVLb4jilaM,2Xnv3GntqbBH1juvUYSpHG,,2020-09-18,183027,,0.681,0.657,6,-4.671,1,0.0432,0.0748,0.0,0.353,0.628,130.089
New Rules,Dua Lipa,Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9,2ekn2ttSfGqwhhate0LSR0,,2017-06-02,209320,,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073
Firework,Katy Perry,Teenage Dream,2eQMC9nJE3f3hCNKlYYHL1,4r6eNCsrZnQWJzzvFh4nlg,,2010-01-01,227893,,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071
Grenade,Bruno Mars,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,2tJulUYLDKOg9XrtVkMgcJ,,2010-10-05,222091,,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444
Galway Girl,Ed Sheeran,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,0afhq8XCExXpqazXczTSve,,2017-03-03,170827,,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943
Sweet but Psycho,Ava Max,Heaven & Hell,26c7MmQ4w8EAvVLb4jilaM,7DnAm9FOTWE3cUvso43HhI,,2020-09-18,187436,,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002
abcdefu,GAYLE,abcdefu,6tUQPKlpR4x1gjrXTtOImI,4fouWK6XVHhzl78KzQ1UjL,,2021-08-13,168602,,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932
Complicated,Avril Lavigne,Let Go,3zXjR3y2dUWklKmmp6lEhy,5xEM5hIgJ1jjgcEBfpkt2F,,2002-06-04,244507,,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987
Born This Way,Lady Gaga,Born This Way (Special Edition),5maeycU97NHBgwRr2h2A4O,6r2BECwMgEoRb5yLfp0Hca,,2011-01-01,260253,,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907
When We Were Young,Adele,25,3AvPX1B1HiFROvYjLb5Qwi,7GgWAITsYJaRM3r50rfh5w,,2015-11-20,290900,,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361
Too Good At Goodbyes,Sam Smith,The Thrill Of It All (Special Edition),3TJz2UBNYJtlEly0sPeNrQ,1mXVgsBdtIVeCLJnSnmtdV,,2017-11-03,201000,,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",Future Nostalgia,5lKlFlReHOLShQKyRv6AL9,5nujrmhLynf4yMoMtj8AQF,,2020-03-27,203064,,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977
Mercy,Shawn Mendes,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,0AS63m1wHv9n4VVRizK6Hc,,2017-04-20,208733,,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128
Roar,Katy Perry,PRISM (Deluxe),5MQBzs5YlZlE28mD9yUItn,6F5c58TMEs1byxUstkzVeM,,2013-10-18,223546,,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984
Without Me,Halsey,Without Me,0zzrCTzvL4ZmR42xF46Afm,5p7ujcrUXASCNwRaWNHR1C,,2018-10-04,201661,,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041
Diamonds,Rihanna,Unapologetic (Edited Version),0T23GvNaBUGtMKxZko8LQG,1z9kQ14XBSN0r2v6fx4IdG,,2012-01-01,225147,,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972
Bones,Imagine Dragons,Mercury - Acts 1 & 2,6yiXkzHvC0OTmhfDQOEWtS,54ipXppHLA8U4yqpOFTUhr,,2022-07-01,165265,,0.772,0.75,5,-3.67,0,0.0455,0.0201,0.0,0.074,0.587,114.061
Say You Won't Let Go,James Arthur,Back from the Edge,7oiJYvEJHsmYtrgviAVIBD,5uCax9HTNlzGybIStD3vDh,,2016-10-28,211467,,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043
On The Floor,"Jennifer Lopez, Pitbull",Love?,3sysiYphqNRQw7VKLCg1yE,3C0nOe05EIt1390bVABLyN,,2011-01-01,284867,,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",Hands All Over,7strNUlU6xZqlVWBNUdOYv,7LcfRTgAVTs5pQGEQgUEzN,,2010,201160,,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047
Wannabe,Spice Girls,Spice,3x2jF7blR6bFHtk4MccsyJ,1Je1IMUlBXcx1Fz0WE7oPT,,1996-01-01,173027,,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008
Paris,The Chainsmokers,Paris,64vx3cUb97lQGlgt8zozWL,15vzANxN8G9wWfwAJLLMCg,,2017-01-13,221520,,0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999
S&M,Rihanna,Loud (Japan Version),5QG3tjE5L9F6O2vCAPph38,7ySUcLPVX7KudhnmNcgY2D,,2010-01-01,243600,,0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972
Yellow,Coldplay,Parachutes,6ZG5lRT77aJ3btmArcykra,3AJwUDP919kvQ9QcozQPxg,,2000-07-10,266773,,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372
This Town,Niall Horan,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p,0qvzXomUDJVaUboy2wMfiS,,2017-10-20,232852,,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825
I Want It That Way,Backstreet Boys,Millennium,5ySxm9hxBNss01WCL7GLyQ,47BBI51FKFwOMlIiX6m8ya,,1999-05-18,213307,,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039
Set Fire to the Rain,Adele,21,0Lg1uZvI312TPqxNWShFXL,73CMRj62VK8nUS4ezD2wvi,,2011-01-24,242974,,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993
Eastside (with Halsey & Khalid),"benny blanco, Halsey, Khalid",Eastside (with Halsey & Khalid),7pkLXlFdpQDfmHujT2AbBK,0d2iYfpKoM0QCKvcLCkBao,,2018-07-12,173800,,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391
Umbrella,"Rihanna, JAY-Z",Good Girl Gone Bad: Reloaded,3JSWZWeTHF4HDGt5Eozdy7,49FYlytm3dAAraYgpoJZux,,2008-06-02,275987,,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028
A Thousand Miles,Vanessa Carlton,Be Not Nobody,5e7T2qUigzt0oIr50KsOld,4w1lzcaoZ1IC2K5TwjalRP,,2002-04-30,237493,,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931
Timber (feat. Ke$ha),"Pitbull, Kesha",Global Warming: Meltdown (Deluxe Version),2F7tejLHzTqFq2XLol9ZGy,3cHyrEgdyYRjgJKSOiOtcS,,2012,204160,,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992
Shut Up and Dance,WALK THE MOON,TALKING IS HARD,3mNoFlD1wsoXfkljfFzExT,4kbj5MwxO1bq9wjT5g9HaA,,2014-12-02,199080,,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038
Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0xzScN8P3hQAz3BT3YYX5w,6v3KW9xbzN5yKLt9YKDYA2,,2019-06-19,190800,,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967
The Man Who Can't Be Moved,The Script,The Script,2hWSBJTWE0ce0NqJv2vzCc,4AFwnrH5atiJoAd5xS5QtR,,2008-07-14,241373,,0.605,0.629,10,-5.051,1,0.0278,0.434,0.0,0.097,0.308,99.893
Kiss Me,Sixpence None The Richer,Sixpence None the Richer,0PrcwzkQVEy4y6JPvT5bix,754kgU5rWscRTfvlsuEwFp,,1997-11-22,208680,,0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982
Material Girl,Madonna,Celebration (double disc version),43lok9zd7BW5CoYkXZs7S0,22sLuJYcvZOSoLLRYev1s5,,2009-09-18,240280,,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,34gCuhDGsG4bRPIf9bb02f,,2014-06-21,281560,,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998
Only Girl (In The World),Rihanna,Loud (Japan Version),5QG3tjE5L9F6O2vCAPph38,2ENexcMEMsYk0rVJigVD3i,,2010-01-01,235493,,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911
Bitchin' Summer,Avril Lavigne,Avril Lavigne (Expanded Edition),7qjA5gbagHWVbqKUgVt49l,4N2RGPjya8OIyMYz3t5LuY,,2013-11-01,210587,,0.564,0.671,1,-5.189,1,0.0565,0.0219,0.0,0.0639,0.455,173.901
Attention,Doja Cat,Attention,38xgBOLAcKoYWMSXWUDH1E,11xC6P3iKYpFThT6Ce1KdG,,2023-06-16,277044,,0.759,0.567,2,-7.911,1,0.248,0.118,0.0278,0.105,0.421,87.981
Paint The Town Red,Doja Cat,Paint The Town Red,54dZypaXHAIDzBe9ujAZ63,2IGMVunIBsBLtEQyoI1Mu7,,2023-08-04,231750,,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968
Agora Hills,Doja Cat,Scarlet,6DmPNcfpkXBVRJsEIJY9tl,7dJYggqjKo71KI9sLzqCs8,,2023-09-22,265360,,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",Twelve Carat Toothache,3HHNR44YbP7XogMVwzbodx,0O6u0VJ46W86TxN9wgyqDj,,2022-06-03,192841,,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964
Kiss Me More (feat. SZA),"Doja Cat, SZA",Planet Her,1nAQbHeOWTfQzbOoFrvndW,3DarAbFujv6eYNliUTyqtz,,2021-06-25,208667,,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),2Q5DPv9uliinOBSdNooIe3,0hquQWY3xvYqN4qtiquniF,,2022-05-06,182907,,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969
Boss Bitch,Doja Cat,Boss Bitch,4pmyFpGicLLIgNPc1TQXKc,78qd8dvwea0Gosb6Fe6j3k,,2020-01-23,134240,,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989
You Right,"Doja Cat, The Weeknd",Planet Her,1nAQbHeOWTfQzbOoFrvndW,0k4d5YPDr1r7FX77VdqWez,,2021-06-25,186173,,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986
Wine Pon You (feat. Konshens),"Doja Cat, Konshens",Amala,54tInqO543zy0Y5F2VsUQI,2s4AcE9n80mSHl87lp4gIm,,2018-03-30,219000,,0.797,0.444,9,-7.738,0,0.0411,0.304,0.00126,0.107,0.138,95.035
So High,Doja Cat,So High,3VZiexdNV9MFUGDg2gFakT,2qyhy9ndo8tTGMzXeHTisR,,2014-03-11,201573,,0.647,0.567,10,-5.777,0,0.0374,0.133,9.36e-06,0.0638,0.659,131.933
