Track Name,Artists,Album Name,Album Id,Track ID,Popularity,Release Date,Duration (ms),Explicit URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Africa,TOTO,Toto IV,62U7xIHcID94o20Of5ea4D,2374M0fQpWi3dLnB54qaLX,,1982-04-08,295893,,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718
Hotel California - 2013 Remaster,Eagles,Hotel California (2013 Remaster),2widuo17g5CEC66IbzveRu,40riOy7x9W7GXjyGp4pjAv,,1976-12-08,391376,,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125
Come Together - Remastered 2009,The Beatles,Abbey Road (Remastered),0ETFjACtuP2ADo6LFhL6HN,2EqlS6tkEnglzr7tkKAAYD,,1969-09-26,259947,,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,28yHV3Gdg30AiB8h8em1eW,7snQQk1zcKl8gZ92AnueZW,,1987-07-21,356067,,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303
Piano Man,Billy Joel,Piano Man (Legacy Edition),69wjSAZXZiD2EBia3b3gxL,70C4NyhjD5OZUMzvWZ3njJ,,1973-11-07,339000,,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734
Sweet Home Alabama,Lynyrd Skynyrd,Second Helping (Expanded Edition),54V1ljNtyzAm053oJqi0SH,7e89621JPkKaeDSTQ3avtg,,1974-04-15,283800,,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798
Can't Help Falling in Love,Elvis Presley,Blue Hawaii,7xe8VI48TxUpU1IIo0RfGi,44AyOl4qVkzS48vBsbNXaC,,1961-10-20,182360,,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307
Unchained Melody,The Righteous Brothers,Just Once In My Life,0oeMysdC6eeivvWbvQ9JNm,2qhASBzpbFhPRtrnZ5lLnz,,1965-04-04,218013,,0.339,0.208,0,-16.725,1,0.0308,0.396,0.000519,0.18,0.288,98.54
Thriller,Michael Jackson,Thriller 25 Super Deluxe Edition,1C2h7mLntPSeVYciMRTF4a,3S2R0EVwBSAVMd5UMgKTL0,,2008-02-08,357267,,0.773,0.859,11,-4.913,1,0.0747,0.0855,0.000187,0.914,0.813,118.459
Beat It,Michael Jackson,Thriller,2ANVost0y2y52ema1E9xAZ,3BovdzfaX4jb5KFQwoPfAw,,1982-11-30,258400,,0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728
Smooth Criminal - 2012 Remaster,Michael Jackson,Bad (Remastered),3Us57CjssWnHjTUIXBuIeH,5T7ywazdGIydr6JCW6t02j,,1987-08-31,257760,,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193
How Sweet It Is (To Be Loved by You),James Taylor,Greatest Hits,2L4U4JjEADYaVltkvDrkCC,6EuudaFtwibd4tzcWjonb2,,1976,215253,,0.741,0.612,0,-11.048,1,0.0622,0.242,0.0,0.111,0.812,108.758
Everlasting Love,Carl Carlton,Everlasting: The Best Of Carl Carlton,10np3FVXIDYUca9O6bd5wb,5i7rT8lbGzjj1n7TTXR5U8,,2009-01-01,153947,,0.546,0.828,4,-4.771,1,0.0394,0.719,0.03,0.372,0.401,121.418
I Just Called To Say I Love You,Stevie Wonder,At The Close Of A Century,04giHQ9zptJUHUvtIyxL9Z,6RNDeRnWsRMjPdNVgupZCs,,1999-11-23,262240,,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535
"Say You, Say Me",Lionel Richie,Dancing On The Ceiling (Expanded Edition),5IvqScO5vIXQ2zrxtpCVHf,17CPezzLWzvGfpZW6X8XT0,,1986,241067,,0.636,0.405,8,-11.113,1,0.0287,0.355,0.0,0.0804,0.257,128.068
Bohemian Rhapsody,Queen,Stone Cold Classics,7C2DKB8C12LqxMkfJRwTo9,6l8GvAyoUZwWDgF1e4822w,,2006-01-01,355400,,0.397,0.386,0,-10.405,0,0.0503,0.271,0.0,0.188,0.21,144.242
I Want It That Way,Backstreet Boys,Millennium,5ySxm9hxBNss01WCL7GLyQ,47BBI51FKFwOMlIiX6m8ya,,1999-05-18,213307,,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039
I Want To Break Free,Queen,Bohemian Rhapsody (The Original Soundtrack),3BHe7LbW5yRjyqXNJ3A6mW,25H6P7a94WUr5102lC6TNI,,2018-10-19,223080,,0.807,0.414,4,-8.903,1,0.0352,0.105,2.57e-05,0.0813,0.502,108.944
"Crazy Little Thing Called Love - Live at Wembley Stadium, 13th July 1985",Queen,"Queen at Live Aid (Live at Wembley Stadium, 13th July 1985)",3nG4gJT1OqZmyLh86LCwqm,6tHbdO9NoLK5kahpXqw8xi,,2018,236570,,0.349,0.981,7,-4.205,1,0.103,0.0554,0.000392,0.975,0.381,151.817
Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),1ZH5g1RDq3GY1OvyD0w0s2,39shmbIHICJ2Wxnk1fPSdz,,1982,188987,,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375
Dancing Queen,ABBA,Arrival,1V6a99EbTTIegOhWoPxYI9,0GjEhVFGZW8afUYGChu3Rr,,1976,230400,,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804
Don't Go Breaking My Heart,"Elton John, Kiki Dee",Rock Of The Westies,4ObsEU7mIXbo2n9A31yfds,7HW5WIw7ZgZORCzUxv5gW5,,1975-10-24,275440,,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459
Uptown Girl,Billy Joel,An Innocent Man,3R3x4zIabsvpD3yxqLaUpc,5zA8vzDGqPl2AzZkEYQGKh,,1983-08-08,197707,,0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993
Jessie's Girl,Rick Springfield,Working Class Dog,4KKFWTePKtgb6mOwFDqxYa,5RsUlxLto4NZbhJpqJbHfN,,1981-03-13,194120,,0.727,0.834,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7
Jack & Diane,John Mellencamp,American Fool,4gouGcdQn9OvjX42xnWrF0,43btz2xjMKpcmjkuRsvxyg,,1982,254493,,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965
(I Just) Died In Your Arms,Cutting Crew,Broadcast,3wCe8HjHk6QNGcf5D3jgW1,4ByEFOBuLXpCqvO1kw8Wdm,,1986-01-01,280400,,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945
Break My Stride,Matthew Wilder,I Don't Speak The Language,2coqGqbnSCAy740mClWesA,1mCsF9Tw4AkIZOjvZbZZdT,,1983-03-19,184480,,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077
Jump - 2015 Remaster,Van Halen,1984 (Remastered),3REUXdj5OPKhuDTrTtCBU0,7N3PAbqfTjSEU1edb2tY8j,,1984-01-04,241600,,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981
September,"Earth, Wind & Fire",September,4MgtwNYjD89Oj2km6eFRYd,7Cuk8jsPPoNYQWXK9XRFvG,,2018-04-17,215080,,0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901
Sweet Caroline,Neil Diamond,Sweet Caroline,6RfgcwsOUlWkGNAd6zjjYd,62AuGbAkt8Ox2IrFFb8GKV,,1969-06-06,203573,,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05
Free Fallin',Tom Petty,Full Moon Fever,5d71Imt5CIb7LpQwDMQ093,5tVA6TkbaAH9QMITTQRrNv,,1989-01-01,256000,,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383
Believe,Cher,Believe,0jZfbz0dNfDjPSg0hYJNth,2goLsvvODILDzeeiT4dAoR,,1998,239027,,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975
Brown Eyed Girl,Van Morrison,Blowin' Your Mind!,7dsWupQRlFuhG8FGiQAUjC,3yrSvpt2l1xhsV9Em88Pul,,1967-09,183307,,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566
Wouldn't It Be Nice,The Beach Boys,Greatest Hits,2ninxvLuYGCb6H92qTaSFZ,6VojZJpMyuKClbwyilWlQj,,2012-01-01,153867,,0.385,0.657,5,-6.975,1,0.0342,0.724,0.0,0.105,0.672,124.895
Sunglasses At Night,Corey Hart,First Offense,2cB87PuIi04CRdxhuNrRi5,5uRsBdLhn91AYcsTCOGNOC,,1983,320000,,0.665,0.624,10,-11.106,0,0.049,0.505,0.0104,0.518,0.717,127.083
Baby Come Back,Player,Late Night Tales: Music For Pleasure,0GPZjIWU4sF8wmdNv67Ukc,2eRYuzlSOBk3HlMsCSOLPJ,,2012-06-11,214373,,0.645,0.604,5,-9.904,0,0.118,0.0713,0.0,0.129,0.545,156.436
Fly Me To The Moon,Frank Sinatra,A Man And His Music,6lmuhQkwg4qkjytuho7Oxz,1PVTvvxpSkyJWemW1CwVVk,,1965-12,148867,,0.623,0.274,5,-14.929,1,0.07,0.343,3.16e-06,0.0404,0.427,118.052
Mr. Lonely,Bobby Vinton,The Best Of Bobby Vinton,4qK4QZUSp8QdoMEm9mrzyA,5KG2ahk1cONbHvg3dBdTbx,,1962,161373,,0.245,0.293,4,-10.361,1,0.0303,0.817,0.0,0.177,0.344,168.984
Mr. Telephone Man,New Edition,New Edition,68moCweQx7EoMvHdZ6HzDc,4DiNls6kFmF1ZittKsPsTc,,1984-01-01,239160,,0.727,0.45,2,-13.32,1,0.0291,0.127,0.0,0.0544,0.895,94.039
Peaceful Easy Feeling - 2013 Remaster,Eagles,Eagles (2013 Remaster),51B7LbLWgYLKBVSpkan8Z7,40h65HAR8COEoqkMwUUQHu,,1972-06-01,257963,,0.568,0.634,4,-12.336,1,0.0282,0.494,0.00281,0.252,0.866,142.686
Sway (Quien Sera),Dean Martin,"Hey, Brother Pour The Wine",4FGYCziMpKskiKoujCTMj8,4nbILrYODP667b3d66ZMzI,,1964,162960,,0.601,0.239,2,-12.175,0,0.0384,0.727,1.43e-06,0.0748,0.569,120.036
Grenade,Bruno Mars,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,2tJulUYLDKOg9XrtVkMgcJ,,2010-10-05,222091,,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,7BqBn9nzAq8spo5e7cZ0dJ,,2010-10-05,220734,,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021
Count on Me,Bruno Mars,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,7l1qvxWjxcKpB9PCtBuTbU,,2010-10-05,197470,,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1
California Gurls,"Katy Perry, Snoop Dogg",Teenage Dream: The Complete Confection,5BvgP623rtvlc0HDcpzquz,6tS3XVuOyu10897O3ae7bi,,2012-03-12,234653,,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014
Firework,Katy Perry,Teenage Dream: The Complete Confection,5BvgP623rtvlc0HDcpzquz,4lCv7b86sLynZbXhfScfm2,,2012-03-12,227880,,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072
Pearl,Katy Perry,Teenage Dream,2eQMC9nJE3f3hCNKlYYHL1,4LqZ9jJ8dfuwfYYiOt0DUr,,2010-01-01,247627,,0.557,0.584,0,-6.275,1,0.0375,0.103,0.0,0.311,0.22,116.098
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",Versus,6bnDvfVdO3LarvcpWEzmeD,28AUzRo0nQLESL55WDV0um,,2010-08-24,220800,,0.663,0.861,7,-3.398,0,0.109,0.0336,0.0,0.082,0.654,119.964
OMG (feat. will.i.am),"USHER, will.i.am",Raymond v Raymond (Expanded Edition),6A1F3Fkq5dYeYYNkXflcTX,1bM50INir8voAkVoKuvEUI,,2010-03-30,269493,,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998
Dynamite,Taio Cruz,Rokstarr,159jpldDCgsgH6KGgjy63c,1DqdF42leyFIzqNDv9CjId,,2010-01-01,203867,,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968
Break Your Heart,"Taio Cruz, Ludacris",Rokstarr,159jpldDCgsgH6KGgjy63c,1CdqVF1ywD0ZO1zXtB9yWa,,2010-01-01,186267,,0.666,0.899,8,-4.676,1,0.028,0.00155,0.0,0.0677,0.629,122.05
Just A Dream,Nelly,Just A Dream,0ADbDHrlFpxuCW4NsnKNAO,3PfeAZbfD134dO6OiLDA2Y,,2010-01-01,237987,,0.461,0.748,1,-6.122,1,0.033,0.0444,0.0,0.125,0.115,180.063
Whistle,Flo Rida,Wild Ones,7eLwoxxWs6lfkVYJGkGNbk,3bC1ahPIYt1btJzSSEyyrF,,2012-06-22,224653,,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976
Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack,Flo Rida,Club Can't Handle Me,7jMD1nIwIuawGyiOyRrIp8,0xcl9XT60Siji6CSG4y6nb,,2010-06-28,232616,,0.623,0.882,0,-2.574,1,0.0322,0.0205,0.0,0.194,0.525,127.98
"Hey, Soul Sister",Train,"Hey, Soul Sister",5lTCUyQrKcSmcw5ULkt75O,0KpfYajJVVGgQ32Dby7e9i,,2009-08-06,216667,,0.675,0.885,1,-4.432,0,0.0436,0.217,0.0,0.086,0.768,97.03
Written in the Stars (feat. Eric Turner),"Tinie Tempah, Eric Turner",Disc-Overy,1ggrUrAPlcvhYrybrhoJ1X,61HQWI1Woxup7CnGwVUsdI,,2010-05-31,219560,,0.644,0.945,7,-3.534,1,0.0717,0.0587,0.0,0.184,0.573,91.017
Stereo Love - Original,"Edward Maya, Vika Jigulina",Stereo Love,774YoW7RL5qzrPdZFi8xJE,1aklRy3btsbucImSXvR2SY,,2009,248667,,0.781,0.787,9,-5.358,1,0.0383,0.0392,0.0127,0.0745,0.341,127.038
The Show Goes On,Lupe Fiasco,Lasers,1j0apvEvaWbTmlZpKsfr2D,4NTWZqvfQTlOMitlVn6tew,,2011-03-04,239613,,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067
Whataya Want from Me,Adam Lambert,For Your Entertainment,0cUNjl7p6LYZJkKXJWzqP0,2rDwdvBma1O1eLzo29p2cr,,2009-11-23,227320,,0.44,0.683,11,-4.732,0,0.0489,0.00706,0.0,0.0593,0.445,185.948
Sugar,Maroon 5,V,2Auw0pTT6EcQdvHNimhLQI,2iuZJX9X9P0GKaE93xcPjk,,2014-09-02,235493,,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",Hands All Over,7strNUlU6xZqlVWBNUdOYv,7LcfRTgAVTs5pQGEQgUEzN,,2010,201160,,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047
This Love,Maroon 5,Songs About Jane,1Rv9WRKyYhFaGbuYDaQunN,6YgV0EF8xJMZz0Zm6BTaT4,,2002-06-25,206200,,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051
Sunday Morning,Maroon 5,Songs About Jane,1Rv9WRKyYhFaGbuYDaQunN,1YI0uK36eupTmw9F8kHysr,,2002-06-25,244867,,0.607,0.76,0,-5.229,1,0.0482,0.0745,0.0,0.0595,0.805,88.059
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream: The Complete Confection,5BvgP623rtvlc0HDcpzquz,455AfCsOhhLPRc68sE01D8,,2012-03-12,230747,,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03
Domino,Jessie J,Who You Are (Platinum Edition),3ga4adzUpLaS2LDcoqfs2r,6MAdEUilV2p9RQUqE5bMAK,,2011-01-01,231693,,0.757,0.547,7,-4.573,1,0.0355,0.0115,0.0,0.0445,0.793,126.977
Price Tag,"Jessie J, B.o.B",Who You Are (Platinum Edition),3ga4adzUpLaS2LDcoqfs2r,5mvKuE9Lf9ARVXVXA32kK9,,2011-01-01,223053,,0.638,0.831,5,-3.944,1,0.182,0.0281,3.06e-06,0.277,0.685,175.038
This Is Gospel,Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",1hxraaWEf3wFnJxADf8Dge,3yZQk5PC52CCmT4ZaTIKvv,,2013-10-04,187187,,0.572,0.912,7,-4.875,1,0.0707,0.00155,1.2e-06,0.102,0.606,156.073
Miss Jackson (feat. LOLO),"Panic! At The Disco, LOLO","Too Weird to Live, Too Rare to Die!",1hxraaWEf3wFnJxADf8Dge,46Kcradxrva9Dny4lHU1b3,,2013-10-04,192053,,0.642,0.873,2,-5.821,1,0.0551,0.00394,0.0,0.175,0.662,82.002
Nine in the Afternoon - Single Mix,Panic! At The Disco,Pretty. Odd.,7Hk9WbjPbN1n2GXaK7aldw,1S30kHvkkdMkcuCTGSgS41,,2008-03-21,191560,,0.405,0.689,10,-5.75,1,0.0365,0.0843,0.0,0.207,0.397,155.189
The A Team,Ed Sheeran,The A Team,6iBvt4DAGNEJwIvM4vLPms,6F25tznBMyPJpXx7Gj1ch0,,2011-12-06,258373,,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996
I Wanna Go,Britney Spears,Femme Fatale (Deluxe Version),0oFBaXLFsUVa2gEmJf4FcJ,5cCAZS9VhLGEDV4NCfieeg,,2011-03-28,210267,,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002
Savages,MARINA,Froot,3TGFADcugVPngfF7dtiqqY,3YjH3TIf5SOpFlnqlRdNAE,,2015-03-16,256333,,0.759,0.76,9,-7.199,0,0.0322,0.0804,0.0,0.0818,0.731,120.006
Replay,Iyaz,Replay,44hyrGuZKAvITbmrlhryf8,4E5P1XyAFtrjpiIxkydly4,,2009-08-18,182307,,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031
Whatcha Say,Jason Derulo,Jason Derulo (Deluxe Audio),773TVtjVxXvD6DFHsWFJGN,2zJZwWF7BTGIIvrAlgzJEx,,2010-03-01,221253,,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036
Down,"Jay Sean, Lil Wayne",All Or Nothing,3v0AeWgJPrdPPZGt1tS2s0,7LP4Es66zdY7CyjepqmvAg,,2009-01-01,212107,,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997
Billionaire (feat. Bruno Mars),"Travie McCoy, Bruno Mars",Lazarus,7kOivwbxDlUcVa4dCBCsWg,2qPUnoasNe4Ep43emVXEig,,2010-06-07,211160,,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776
Like A G6,"Far East Movement, The Cataracs, DEV",Free Wired,1TuKgkCGIxiIns9Bc5XKRC,4DvhkX2ic4zWkQeWMwQ2qf,,2010-01-01,216893,,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913
Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",The Papercut Chronicles II,2mumCpGmuE9iDeOvMx6XrB,0qOnSQQF0yzuPWsXrQ9paz,,2011-11-11,210960,,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],5lNzygOpCmzRx4N301icBB,70cTMpcgWMcR18t9MRJFjB,,2009-01-01,289133,,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96
Fire Burning,Sean Kingston,Tomorrow,33YSJfsBkjN3yqcq18bdRi,2oENJa1T33GJ0w8dC167G4,,2009-09-07,239987,,0.839,0.804,1,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,122.973
Fireflies,Owl City,Ocean Eyes,5Afh5z6eTtJ62nfqpKZtGv,1mr3616BzLdhXfJmLmRsO8,,2009-01-01,228347,,0.513,0.661,3,-6.8,1,0.0439,0.0274,0.0,0.118,0.461,180.118
Right Round,Flo Rida,R.O.O.T.S. (Route of Overcoming the Struggle),2vBLKFrI1rZqB7VtGxcsR5,3GpbwCm3YxiWDvy29Uo3vP,,2009-03-30,204640,,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986
Only Girl (In The World),Rihanna,Loud,7vN82vd1Vq44fjlhjfvHJp,0AH6WMe3OlAlUb5miXt2FQ,,2010-11-16,235493,,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906
In My Head,Jason Derulo,Jason Derulo (International),0DEsmIQ5ir7tz52Nkf4i1K,6St9lR6dhV2tpCNVz7qfrS,,2010-02-26,199027,,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009
I Like It,"Enrique Iglesias, Pitbull",Euphoria (Standard US/Latin version),12HeDZhPHHzCe7VE0uEYwD,4nVyHATevhl5RC6Qmoko5H,,2010-01-01,231787,,0.646,0.94,10,-2.856,0,0.0838,0.0209,0.0,0.0691,0.704,129.011
Teenage Dream,Katy Perry,Teenage Dream,2Naa61EIhhX8RDi7XYV0da,3DcDJ3NnUZdV5crFXfrhiD,,2010-08-30,227773,,0.72,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011
Yeah 3x,Chris Brown,F.A.M.E. (Deluxe Version),4Y0fafStNYB3LWQS6aa7H5,33YnnNdQxlkvZ8H7vc2EmW,,2011-04-04,241667,,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0
Do You Remember,"Jay Sean, Sean Paul, Lil Jon",All Or Nothing,3v0AeWgJPrdPPZGt1tS2s0,7yws3pF3FFguwT2Psi6c15,,2009-01-01,210307,,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846
Boom Boom Pow,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],1dgbFU08pXJXZhGPlybdMX,3oDFtOhcN08qeDPAK6MEQG,,2009-01-01,251440,,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048
Cooler Than Me - Single Mix,"Mike Posner, Gigamesh",31 Minutes to Takeoff,2nnIlWcriIqcJtjduWcTRl,2V4bv1fNWfTcyRJKmej6Sj,,2010-08-09,213293,,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965
Just Dance,"Lady Gaga, Colby O'Donis",The Fame,1qwlxZTNLe1jq3b0iidlue,1dzQoRqT5ucxXVaAhTcT0J,,2008-01-01,241933,,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992
Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives,64aKkqxc3Ur2LYIKeS5osS,5Q0Nhxo0l2bP3pNjpGJwV1,,2009-01-01,202067,,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
